participant,trial,task,sentence,answer,count_correct
5ffed99b5991d45ce2eb9e7a,36,speech_pilot_60t,bkbf0502,The matches lie on the shelf,1
600c3a4cf1786b0d29f2e0b5,36,speech_pilot_60t,bkbf2112,The cricket team's playing,0
601d160d8b17da043f490fd8,36,speech_pilot_60t,bkbf1616,The painter used a brush,0
6073631553d2939cf73b0f2d,36,speech_pilot_60t,bkbf1008,Someones crossing the road,3
607dccecbcc9727694d62c31,36,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
60870e7b286405a9ad9ec7e7,36,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
608ac826799bec5934dcc129,36,speech_pilot_60t,bkbf2112,The cricket team's playing,0
6094111f05a8a1d7a1331eec,36,speech_pilot_60t,bkbf0210,The police chased the car,3
60a3eb7f3af78045aef70069,36,speech_pilot_60t,bkbf0912,The lady packed her bag,3
60a7a7500329de081813449b,36,speech_pilot_60t,bkbf0116,The ice cream was pink,3
60ac3bd676946e7491640234,36,speech_pilot_60t,bkbf1703,The sky was very blue,3
5c730ca1f674750001df8d09,37,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
5cc5c6dbe0df3f00121404c0,37,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5d838915e3876a00014c44b9,37,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5da57bdaca1b86001770b13d,37,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5e0272eab1fb05df866cb113,37,speech_pilot_60t,bkbf1008,Someones crossing the road,3
5e1b2dea8b90cb3502480bc9,37,speech_pilot_60t,bkbf1613,The oven door was open,1
5e7921fcbd76c94d6b4fac57,37,speech_pilot_60t,bkbf1609,Some men shave in the morning,0
5e94dc714b34ff84c349e18c,37,speech_pilot_60t,bkbf0912,The lady packed her bag,0
5eff7df90aede705593e92d7,37,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5f11ae10e3411a04c189ae61,37,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5f203ef1f055ba0b51cdbd9f,37,speech_pilot_60t,bkbf1203,The front garden was pretty,2
5f2e676e17eb961c58928b91,37,speech_pilot_60t,bkbf0216,The school finished early,0
5f493fea06249046a8db8569,37,speech_pilot_60t,bkbf1215,The boy had a toy dragon,2
5f56586779a86f05faa07be4,37,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
5f7f16eb45861703806170e6,37,speech_pilot_60t,bkbf2112,The cricket team's playing,1
5f7f3a1031fc3c08f47ff478,37,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5f87293ac383790f14df903c,37,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
5fe2672ce7a1d2df1d2cc0ba,37,speech_pilot_60t,bkbf1205,The taps are above the sink,1
5ff74e9756bc433d405a5773,37,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5ffed99b5991d45ce2eb9e7a,37,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
600c3a4cf1786b0d29f2e0b5,37,speech_pilot_60t,bkbf1609,Some men shave in the morning,3
601d160d8b17da043f490fd8,37,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
6073631553d2939cf73b0f2d,37,speech_pilot_60t,bkbf0512,Somebody took the money,3
607dccecbcc9727694d62c31,37,speech_pilot_60t,bkbf0501,The bath towel was wet,3
60870e7b286405a9ad9ec7e7,37,speech_pilot_60t,bkbf1616,The painter used a brush,1
608ac826799bec5934dcc129,37,speech_pilot_60t,bkbf1616,The painter used a brush,2
6094111f05a8a1d7a1331eec,37,speech_pilot_60t,bkbf1703,The sky was very blue,2
60a3eb7f3af78045aef70069,37,speech_pilot_60t,bkbf1609,Some men shave in the morning,2
60a7a7500329de081813449b,37,speech_pilot_60t,bkbf0906,A letter fell on the mat,1
60ac3bd676946e7491640234,37,speech_pilot_60t,bkbf0310,The man cleaned his shoes,2
5c730ca1f674750001df8d09,38,speech_pilot_60t,bkbf0414,The cooks making a cake,2
5cc5c6dbe0df3f00121404c0,38,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
5d838915e3876a00014c44b9,38,speech_pilot_60t,bkbf2112,The cricket team's playing,0
5da57bdaca1b86001770b13d,38,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5e0272eab1fb05df866cb113,38,speech_pilot_60t,bkbf0214,The little baby sleeps,2
5e1b2dea8b90cb3502480bc9,38,speech_pilot_60t,bkbf1203,The front garden was pretty,3
5e7921fcbd76c94d6b4fac57,38,speech_pilot_60t,bkbf0216,The school finished early,3
5e94dc714b34ff84c349e18c,38,speech_pilot_60t,bkbf0501,The bath towel was wet,3
5eff7df90aede705593e92d7,38,speech_pilot_60t,bkbf0912,The lady packed her bag,3
5f11ae10e3411a04c189ae61,38,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
5f203ef1f055ba0b51cdbd9f,38,speech_pilot_60t,bkbf0715,He’s holding his nose,0
5f2e676e17eb961c58928b91,38,speech_pilot_60t,bkbf1208,The bread van's coming,3
5f493fea06249046a8db8569,38,speech_pilot_60t,bkbf2012,The raincoat's hanging up,2
5f56586779a86f05faa07be4,38,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
5f7f16eb45861703806170e6,38,speech_pilot_60t,bkbf1111,The cow gave some milk,3
5f7f3a1031fc3c08f47ff478,38,speech_pilot_60t,bkbf0301,The glass bowl broke,1
5f87293ac383790f14df903c,38,speech_pilot_60t,bkbf1616,The painter used a brush,1
5fe2672ce7a1d2df1d2cc0ba,38,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5ff74e9756bc433d405a5773,38,speech_pilot_60t,bkbf0310,The man cleaned his shoes,2
5ffed99b5991d45ce2eb9e7a,38,speech_pilot_60t,bkbf1212,The children help the milkman,3
600c3a4cf1786b0d29f2e0b5,38,speech_pilot_60t,bkbf0216,The school finished early,3
601d160d8b17da043f490fd8,38,speech_pilot_60t,bkbf2016,The flower stands in a pot,2
6073631553d2939cf73b0f2d,38,speech_pilot_60t,bkbf0101,The clown had a funny face,3
607dccecbcc9727694d62c31,38,speech_pilot_60t,bkbf1516,The puppy plays with a ball,1
60870e7b286405a9ad9ec7e7,38,speech_pilot_60t,bkbf1008,Someones crossing the road,3
608ac826799bec5934dcc129,38,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
6094111f05a8a1d7a1331eec,38,speech_pilot_60t,bkbf1205,The taps are above the sink,1
60a3eb7f3af78045aef70069,38,speech_pilot_60t,bkbf0501,The bath towel was wet,3
60a7a7500329de081813449b,38,speech_pilot_60t,bkbf0715,He’s holding his nose,0
60ac3bd676946e7491640234,38,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
5c730ca1f674750001df8d09,39,speech_pilot_60t,bkbf1301,The fruit came in a box,1
5cc5c6dbe0df3f00121404c0,39,speech_pilot_60t,bkbf1408,The kitchen window was clean,0
5d838915e3876a00014c44b9,39,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
5da57bdaca1b86001770b13d,39,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5e0272eab1fb05df866cb113,39,speech_pilot_60t,bkbf0502,The matches lie on the shelf,3
5e1b2dea8b90cb3502480bc9,39,speech_pilot_60t,bkbf0803,The match boxes are empty,3
5e7921fcbd76c94d6b4fac57,39,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5e94dc714b34ff84c349e18c,39,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
5eff7df90aede705593e92d7,39,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,2
5f11ae10e3411a04c189ae61,39,speech_pilot_60t,bkbf0708,The young people are dancing,3
5f203ef1f055ba0b51cdbd9f,39,speech_pilot_60t,bkbf1205,The taps are above the sink,1
5f2e676e17eb961c58928b91,39,speech_pilot_60t,bkbf0708,The young people are dancing,2
5f493fea06249046a8db8569,39,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5f56586779a86f05faa07be4,39,speech_pilot_60t,bkbf1408,The kitchen window was clean,3
5f7f16eb45861703806170e6,39,speech_pilot_60t,bkbf0210,The police chased the car,0
5f7f3a1031fc3c08f47ff478,39,speech_pilot_60t,bkbf0803,The match boxes are empty,2
5f87293ac383790f14df903c,39,speech_pilot_60t,bkbf0912,The lady packed her bag,3
5fe2672ce7a1d2df1d2cc0ba,39,speech_pilot_60t,bkbf0214,The little baby sleeps,2
5ff74e9756bc433d405a5773,39,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5ffed99b5991d45ce2eb9e7a,39,speech_pilot_60t,bkbf0414,The cooks making a cake,0
600c3a4cf1786b0d29f2e0b5,39,speech_pilot_60t,bkbf0803,The match boxes are empty,3
601d160d8b17da043f490fd8,39,speech_pilot_60t,bkbf1613,The oven door was open,3
6073631553d2939cf73b0f2d,39,speech_pilot_60t,bkbf1616,The painter used a brush,0
607dccecbcc9727694d62c31,39,speech_pilot_60t,bkbf0715,He’s holding his nose,0
60870e7b286405a9ad9ec7e7,39,speech_pilot_60t,bkbf0803,The match boxes are empty,3
608ac826799bec5934dcc129,39,speech_pilot_60t,bkbf0708,The young people are dancing,2
6094111f05a8a1d7a1331eec,39,speech_pilot_60t,bkbf0206,The thin dog was hungry,1
60a3eb7f3af78045aef70069,39,speech_pilot_60t,bkbf0214,The little baby sleeps,3
60a7a7500329de081813449b,39,speech_pilot_60t,bkbf0210,The police chased the car,1
60ac3bd676946e7491640234,39,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5c730ca1f674750001df8d09,40,speech_pilot_60t,bkbf1210,The football game's over,0
5cc5c6dbe0df3f00121404c0,40,speech_pilot_60t,bkbf0901,The book tells a story,3
5d838915e3876a00014c44b9,40,speech_pilot_60t,bkbf0210,The police chased the car,2
5da57bdaca1b86001770b13d,40,speech_pilot_60t,bkbf0209,Shes taking her coat,2
5e0272eab1fb05df866cb113,40,speech_pilot_60t,bkbf1613,The oven door was open,2
5e1b2dea8b90cb3502480bc9,40,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5e7921fcbd76c94d6b4fac57,40,speech_pilot_60t,bkbf1610,The driver lost his way,1
5e94dc714b34ff84c349e18c,40,speech_pilot_60t,bkbf0708,The young people are dancing,3
5eff7df90aede705593e92d7,40,speech_pilot_60t,bkbf2016,The flower stands in a pot,1
5f11ae10e3411a04c189ae61,40,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5f203ef1f055ba0b51cdbd9f,40,speech_pilot_60t,bkbf1516,The puppy plays with a ball,1
5f2e676e17eb961c58928b91,40,speech_pilot_60t,bkbf1609,Some men shave in the morning,0
5f493fea06249046a8db8569,40,speech_pilot_60t,bkbf0204,The old gloves are dirty,3
5f56586779a86f05faa07be4,40,speech_pilot_60t,bkbf1301,The fruit came in a box,1
5f7f16eb45861703806170e6,40,speech_pilot_60t,bkbf1504,The shop closed for lunch,0
5f7f3a1031fc3c08f47ff478,40,speech_pilot_60t,bkbf1008,Someones crossing the road,3
5f87293ac383790f14df903c,40,speech_pilot_60t,bkbf0101,The clown had a funny face,0
5fe2672ce7a1d2df1d2cc0ba,40,speech_pilot_60t,bkbf0101,The clown had a funny face,3
5ff74e9756bc433d405a5773,40,speech_pilot_60t,bkbf0209,Shes taking her coat,2
5ffed99b5991d45ce2eb9e7a,40,speech_pilot_60t,bkbf0912,The lady packed her bag,2
600c3a4cf1786b0d29f2e0b5,40,speech_pilot_60t,bkbf0204,The old gloves are dirty,0
601d160d8b17da043f490fd8,40,speech_pilot_60t,bkbf1703,The sky was very blue,3
6073631553d2939cf73b0f2d,40,speech_pilot_60t,bkbf0310,The man cleaned his shoes,0
607dccecbcc9727694d62c31,40,speech_pilot_60t,bkbf1701,The apple pie's cooking,3
60870e7b286405a9ad9ec7e7,40,speech_pilot_60t,bkbf1613,The oven door was open,3
608ac826799bec5934dcc129,40,speech_pilot_60t,bkbf0504,The train had a bad crash,3
6094111f05a8a1d7a1331eec,40,speech_pilot_60t,bkbf0101,The clown had a funny face,2
60a3eb7f3af78045aef70069,40,speech_pilot_60t,bkbf1613,The oven door was open,1
60a7a7500329de081813449b,40,speech_pilot_60t,bkbf1415,The grass is getting long,3
60ac3bd676946e7491640234,40,speech_pilot_60t,bkbf0216,The school finished early,3
5c730ca1f674750001df8d09,41,speech_pilot_60t,bkbf1516,The puppy plays with a ball,0
5cc5c6dbe0df3f00121404c0,41,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
5d838915e3876a00014c44b9,41,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
5da57bdaca1b86001770b13d,41,speech_pilot_60t,bkbf2012,The raincoat's hanging up,0
5e0272eab1fb05df866cb113,41,speech_pilot_60t,bkbf0512,Somebody took the money,3
5e1b2dea8b90cb3502480bc9,41,speech_pilot_60t,bkbf1610,The driver lost his way,3
5e7921fcbd76c94d6b4fac57,41,speech_pilot_60t,bkbf0109,The postman shut the gate,2
5e94dc714b34ff84c349e18c,41,speech_pilot_60t,bkbf1907,A grocer sells butter,1
5eff7df90aede705593e92d7,41,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5f11ae10e3411a04c189ae61,41,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5f203ef1f055ba0b51cdbd9f,41,speech_pilot_60t,bkbf1210,The football game's over,0
5f2e676e17eb961c58928b91,41,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
5f493fea06249046a8db8569,41,speech_pilot_60t,bkbf1415,The grass is getting long,3
5f56586779a86f05faa07be4,41,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
5f7f16eb45861703806170e6,41,speech_pilot_60t,bkbf1914,The girl held a mirror,3
5f7f3a1031fc3c08f47ff478,41,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
5f87293ac383790f14df903c,41,speech_pilot_60t,bkbf2012,The raincoat's hanging up,2
5fe2672ce7a1d2df1d2cc0ba,41,speech_pilot_60t,bkbf0216,The school finished early,3
5ff74e9756bc433d405a5773,41,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5ffed99b5991d45ce2eb9e7a,41,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
600c3a4cf1786b0d29f2e0b5,41,speech_pilot_60t,bkbf0210,The police chased the car,2
601d160d8b17da043f490fd8,41,speech_pilot_60t,bkbf1415,The grass is getting long,3
6073631553d2939cf73b0f2d,41,speech_pilot_60t,bkbf1210,The football game's over,3
607dccecbcc9727694d62c31,41,speech_pilot_60t,bkbf2112,The cricket team's playing,0
60870e7b286405a9ad9ec7e7,41,speech_pilot_60t,bkbf1701,The apple pie's cooking,0
608ac826799bec5934dcc129,41,speech_pilot_60t,bkbf1914,The girl held a mirror,0
6094111f05a8a1d7a1331eec,41,speech_pilot_60t,bkbf1516,The puppy plays with a ball,1
60a3eb7f3af78045aef70069,41,speech_pilot_60t,bkbf0101,The clown had a funny face,0
60a7a7500329de081813449b,41,speech_pilot_60t,bkbf0216,The school finished early,3
60ac3bd676946e7491640234,41,speech_pilot_60t,bkbf1613,The oven door was open,3
5c730ca1f674750001df8d09,42,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
5cc5c6dbe0df3f00121404c0,42,speech_pilot_60t,bkbf1008,Someones crossing the road,3
5d838915e3876a00014c44b9,42,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5da57bdaca1b86001770b13d,42,speech_pilot_60t,bkbf0107,The green tomatoes are small,1
5e0272eab1fb05df866cb113,42,speech_pilot_60t,bkbf1210,The football game's over,2
5e1b2dea8b90cb3502480bc9,42,speech_pilot_60t,bkbf1609,Some men shave in the morning,3
5e7921fcbd76c94d6b4fac57,42,speech_pilot_60t,bkbf1415,The grass is getting long,3
5e94dc714b34ff84c349e18c,42,speech_pilot_60t,bkbf2112,The cricket team's playing,2
5eff7df90aede705593e92d7,42,speech_pilot_60t,bkbf1306,Potatoes grow in the ground,3
5f11ae10e3411a04c189ae61,42,speech_pilot_60t,bkbf0204,The old gloves are dirty,2
5f203ef1f055ba0b51cdbd9f,42,speech_pilot_60t,bkbf0501,The bath towel was wet,1
5f2e676e17eb961c58928b91,42,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
5f493fea06249046a8db8569,42,speech_pilot_60t,bkbf0109,The postman shut the gate,1
5f56586779a86f05faa07be4,42,speech_pilot_60t,bkbf0301,The glass bowl broke,0
5f7f16eb45861703806170e6,42,speech_pilot_60t,bkbf0208,Snow falls at Christmas,3
5f7f3a1031fc3c08f47ff478,42,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5f87293ac383790f14df903c,42,speech_pilot_60t,bkbf1516,The puppy plays with a ball,2
5fe2672ce7a1d2df1d2cc0ba,42,speech_pilot_60t,bkbf1701,The apple pie's cooking,2
5ff74e9756bc433d405a5773,42,speech_pilot_60t,bkbf0901,The book tells a story,0
5ffed99b5991d45ce2eb9e7a,42,speech_pilot_60t,bkbf0615,The broom stood in the corner,0
600c3a4cf1786b0d29f2e0b5,42,speech_pilot_60t,bkbf1701,The apple pie's cooking,3
601d160d8b17da043f490fd8,42,speech_pilot_60t,bkbf0107,The green tomatoes are small,3
6073631553d2939cf73b0f2d,42,speech_pilot_60t,bkbf0906,A letter fell on the mat,0
607dccecbcc9727694d62c31,42,speech_pilot_60t,bkbf0209,Shes taking her coat,2
60870e7b286405a9ad9ec7e7,42,speech_pilot_60t,bkbf2114,The kettle boiled quickly,1
608ac826799bec5934dcc129,42,speech_pilot_60t,bkbf0414,The cooks making a cake,2
6094111f05a8a1d7a1331eec,42,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
60a3eb7f3af78045aef70069,42,speech_pilot_60t,bkbf1610,The driver lost his way,3
60a7a7500329de081813449b,42,speech_pilot_60t,bkbf1616,The painter used a brush,0
60ac3bd676946e7491640234,42,speech_pilot_60t,bkbf0206,The thin dog was hungry,2
5c730ca1f674750001df8d09,43,speech_pilot_60t,bkbf1212,The children help the milkman,0
5cc5c6dbe0df3f00121404c0,43,speech_pilot_60t,bkbf1914,The girl held a mirror,2
5d838915e3876a00014c44b9,43,speech_pilot_60t,bkbf0612,A sharp knife's dangerous,3
5da57bdaca1b86001770b13d,43,speech_pilot_60t,bkbf1613,The oven door was open,3
5e0272eab1fb05df866cb113,43,speech_pilot_60t,bkbf1415,The grass is getting long,2
5e1b2dea8b90cb3502480bc9,43,speech_pilot_60t,bkbf1415,The grass is getting long,3
5e7921fcbd76c94d6b4fac57,43,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5e94dc714b34ff84c349e18c,43,speech_pilot_60t,bkbf0913,The dinner plate's hot,0
5eff7df90aede705593e92d7,43,speech_pilot_60t,bkbf1301,The fruit came in a box,1
5f11ae10e3411a04c189ae61,43,speech_pilot_60t,bkbf1210,The football game's over,0
5f203ef1f055ba0b51cdbd9f,43,speech_pilot_60t,bkbf1914,The girl held a mirror,0
5f2e676e17eb961c58928b91,43,speech_pilot_60t,bkbf0210,The police chased the car,0
5f493fea06249046a8db8569,43,speech_pilot_60t,bkbf1613,The oven door was open,2
5f56586779a86f05faa07be4,43,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,2
5f7f16eb45861703806170e6,43,speech_pilot_60t,bkbf0310,The man cleaned his shoes,1
5f7f3a1031fc3c08f47ff478,43,speech_pilot_60t,bkbf0216,The school finished early,3
5f87293ac383790f14df903c,43,speech_pilot_60t,bkbf0213,Some sticks were under the tree,2
5fe2672ce7a1d2df1d2cc0ba,43,speech_pilot_60t,bkbf0116,The ice cream was pink,3
5ff74e9756bc433d405a5773,43,speech_pilot_60t,bkbf1609,Some men shave in the morning,3
5ffed99b5991d45ce2eb9e7a,43,speech_pilot_60t,bkbf1516,The puppy plays with a ball,0
600c3a4cf1786b0d29f2e0b5,43,speech_pilot_60t,bkbf0310,The man cleaned his shoes,3
601d160d8b17da043f490fd8,43,speech_pilot_60t,bkbf0216,The school finished early,3
6073631553d2939cf73b0f2d,43,speech_pilot_60t,bkbf1208,The bread van's coming,1
607dccecbcc9727694d62c31,43,speech_pilot_60t,bkbf1504,The shop closed for lunch,3
60870e7b286405a9ad9ec7e7,43,speech_pilot_60t,bkbf1609,Some men shave in the morning,3
608ac826799bec5934dcc129,43,speech_pilot_60t,bkbf0803,The match boxes are empty,3
6094111f05a8a1d7a1331eec,43,speech_pilot_60t,bkbf0808,Theyre shopping for cheese,2
60a3eb7f3af78045aef70069,43,speech_pilot_60t,bkbf0213,Some sticks were under the tree,1
60a7a7500329de081813449b,43,speech_pilot_60t,bkbf0714,The orange was quite sweet,3
60ac3bd676946e7491640234,43,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5c730ca1f674750001df8d09,44,speech_pilot_60t,bkbf1203,The front garden was pretty,2
5cc5c6dbe0df3f00121404c0,44,speech_pilot_60t,bkbf1613,The oven door was open,3
5d838915e3876a00014c44b9,44,speech_pilot_60t,bkbf1504,The shop closed for lunch,2
5da57bdaca1b86001770b13d,44,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5e0272eab1fb05df866cb113,44,speech_pilot_60t,bkbf0501,The bath towel was wet,2
5e1b2dea8b90cb3502480bc9,44,speech_pilot_60t,bkbf0715,He’s holding his nose,1
5e7921fcbd76c94d6b4fac57,44,speech_pilot_60t,bkbf0708,The young people are dancing,3
5e94dc714b34ff84c349e18c,44,speech_pilot_60t,bkbf0803,The match boxes are empty,3
5eff7df90aede705593e92d7,44,speech_pilot_60t,bkbf0206,The thin dog was hungry,2
5f11ae10e3411a04c189ae61,44,speech_pilot_60t,bkbf1914,The girl held a mirror,0
5f203ef1f055ba0b51cdbd9f,44,speech_pilot_60t,bkbf0812,The bus stopped suddenly,2
5f2e676e17eb961c58928b91,44,speech_pilot_60t,bkbf0206,The thin dog was hungry,0
5f493fea06249046a8db8569,44,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5f56586779a86f05faa07be4,44,speech_pilot_60t,bkbf1906,The cleaner swept the floor,3
5f7f16eb45861703806170e6,44,speech_pilot_60t,bkbf2110,The egg cups are on the table,3
5f7f3a1031fc3c08f47ff478,44,speech_pilot_60t,bkbf1111,The cow gave some milk,1
5f87293ac383790f14df903c,44,speech_pilot_60t,bkbf0504,The train had a bad crash,3
5fe2672ce7a1d2df1d2cc0ba,44,speech_pilot_60t,bkbf0109,The postman shut the gate,0
5ff74e9756bc433d405a5773,44,speech_pilot_60t,bkbf0101,The clown had a funny face,3
5ffed99b5991d45ce2eb9e7a,44,speech_pilot_60t,bkbf0301,The glass bowl broke,0
600c3a4cf1786b0d29f2e0b5,44,speech_pilot_60t,bkbf2110,The egg cups are on the table,2
601d160d8b17da043f490fd8,44,speech_pilot_60t,bkbf0602,The mother stirs the tea,0
6073631553d2939cf73b0f2d,44,speech_pilot_60t,bkbf1609,Some men shave in the morning,0
607dccecbcc9727694d62c31,44,speech_pilot_60t,bkbf0310,The man cleaned his shoes,1
60870e7b286405a9ad9ec7e7,44,speech_pilot_60t,bkbf1215,The boy had a toy dragon,3
608ac826799bec5934dcc129,44,speech_pilot_60t,bkbf0101,The clown had a funny face,3
